periodo,Nacional,Urbano,Rural,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Colima,Chiapas,Chihuahua,Ciudad de México,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Estado de México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
t312,40.4548796647048,34.846215013284,57.5861793226913,41.2258890990057,25.0959281605597,18.9964055952218,36.2244446619966,28.9634726844835,23.2595369116679,66.625775618044,34.7282367624982,30.5050273333424,44.8275723861978,41.1336457674151,66.368017716857,46.8914612828078,29.1968684408847,33.6323235033884,38.7937752497497,47.0099589199102,37.8279378733923,27.0021784668894,58.5476362900823,51.9226343610207,38.052255715011,27.1938652282425,53.694958719783,32.3559764328432,29.4594237109209,39.388680352362,39.4446735037443,52.8541210801688,48.2166298626283,40.0146473711423,52.751210934541
t412,41.0577231972284,35.7691850049481,57.0771105965162,41.5439483899211,24.5688761554708,19.2199912874738,37.684892784066,31.5251043821162,25.0397282896582,67.8421174562954,33.3068495828644,29.4883421088701,38.8237211455094,43.2898449152695,67.0738237485315,45.7784055068919,31.638639414241,34.8878652537645,45.0733821779619,45.4341528119864,36.3565262599141,28.4845145686429,60.1206995801306,52.8788031675071,41.4703059566184,29.5039997580487,53.0215204084297,27.2572064580053,31.8420331316843,41.496786952043,37.8328362716339,53.0905257750912,44.9629488423329,42.0960476512292,55.0979578566267
t113,40.3994870461767,34.9689758799154,56.8385301287746,41.2047095944974,23.744275918593,18.5709351807429,34.6207302860523,31.1184479991356,24.6874088599033,66.5763325012804,34.2457889064523,30.1848783422592,42.651957253999,43.6809407225268,61.7816484751237,49.0280391742103,30.3796004779616,35.6568448590236,38.0123893701567,48.2946496385396,32.8904768823193,28.1779147426717,60.4356776522638,50.173597853341,37.4638489447383,28.7162284263548,53.8553912333882,27.1421462929176,28.8691325667417,42.1529692169943,37.7918300824546,50.6983048536426,44.9148602034837,40.5277694637477,57.4983414922482
t213,40.975960812111,35.3299041381895,58.1334587510429,40.1104896202038,22.5318090443167,20.1010976134232,34.3773287084628,27.8899744737454,25.8252643434041,68.3841721336334,32.4739851100254,32.5544298142272,43.2782651259149,45.3968266973293,64.4482324578188,45.5620640671636,29.6216595823746,36.2634645383888,41.8386023182244,44.8828930379174,35.094164813542,25.0952745797052,61.2791624771267,53.999471766221,39.9219977695544,26.9102911930931,51.3568843877652,28.9255580537136,25.9202524330621,42.0736662785518,37.0407771655203,53.2438107568529,46.2327542877612,42.305366109666,54.9349309097159
t313,41.6157723099532,36.187394965718,58.1443184462082,40.4919129897602,23.67895273359,20.4381309042785,35.5356117947208,28.4011339700996,27.0738320049821,66.297239980939,32.1381642770645,32.7768770274397,44.2436345413419,41.0735967774645,62.831235741747,46.88084541865,30.8436688100921,37.3629665086375,46.4709159892721,47.2648324595228,36.5424642100934,28.6305070746714,62.1211487204629,52.788162760439,39.952672883759,28.5951623721137,51.6642314830197,31.6362127022292,29.2626464448706,39.6247616315713,39.6245597117327,50.7648682252408,48.9785904342385,39.3768570418213,54.1579748743111
t413,41.1425817709407,36.0259290075632,56.5333001805588,37.1831480303305,21.530102448272,19.6628955184537,36.2362117505885,28.7489232651667,25.1251378040485,69.1611826360934,31.6698071773657,30.8244603861526,45.2308994957391,39.9699720154256,63.9289372117818,46.7328919039864,30.6879786036078,35.4872301226229,46.6157261836337,48.7894296679875,33.9653323581734,27.3998284716194,66.1495546651241,51.5792210832419,39.6214268459109,30.5562394018947,50.1629432760461,27.9377849846054,28.8683208612315,38.7676587522059,38.1510509956075,52.5460442331374,47.818096167954,40.9319550794577,55.0960477683646
t114,42.0307882668499,36.7705407486377,58.0427820199597,40.4097761915109,26.0208123697169,22.101067071565,39.4046374880847,31.8199080830861,25.4246671591253,68.9823278014992,34.5866890338958,32.3178927240228,45.5178031997731,42.5848118768523,61.1455134395272,47.5144716704468,31.3769593203944,37.1579762020996,44.6238936517536,49.8012097685883,33.5557836646339,28.6790185107886,62.8803860729931,52.9012662578041,37.8012515303148,30.2895910177068,52.9258973919859,28.8500431529648,26.9792245772403,39.844434959963,40.0278686559042,53.7772982173523,49.9047089931681,42.5279437490345,57.829387989121
t214,41.6460418920755,37.2332496418366,54.9621839119494,40.0650722535988,25.504539814657,22.6017787590973,38.4225578244945,29.0020551101384,24.3279062143894,69.2734341761072,28.5068299333064,33.0570883768201,46.7213726170508,41.6073175982676,58.9700296946804,46.1850700038718,29.9900158372774,37.5433811952203,44.4659497501483,49.3785440508611,35.7543623187266,28.5334911921501,61.9786032942237,53.1265583012589,40.2224127288023,31.2242142052313,52.2965163550535,33.6169688627859,28.5223557446544,38.1677415552447,39.619934830612,54.3815863965937,48.5468905581299,41.558730525284,55.4594918076784
t314,42.7476245999831,37.5594011574807,58.2710576860589,40.296330161352,26.8903376535715,23.4565265745989,39.9054735315579,28.3009818124501,24.6450209343678,70.075122488187,29.642406149571,33.8695502046309,45.2363826145272,42.5506866897263,65.3437758205439,47.2969950387918,29.3485342606914,37.310991397616,47.4644590661223,52.0050285382411,36.5734667824852,27.0987261410248,63.4270164178267,53.5710220338904,42.0810294628309,31.7071893887456,53.531590907231,34.3098576354293,31.7884147100434,36.617708991128,44.0768213379591,53.0471135403567,52.6016222812475,41.1411958843429,58.1047599847205
t414,42.8756546049949,37.8166412720145,58.0818509847343,39.5445510898764,26.4905946246067,20.4016087967234,41.03105671121,29.445320854278,27.3973206277674,71.3673974816661,30.0239760623641,36.6589538731671,45.0955074136435,43.8272579090999,61.7508267733799,45.0417505711265,30.9658352899262,38.3678999891758,44.3131956288183,50.8048760153835,35.5524598194824,26.4776878179066,64.4784264631947,53.176719374302,41.9348227775398,33.5639978345388,51.4061178411886,29.3130746485977,28.446733774576,37.0275799529105,40.2776470015965,53.1215049886688,55.9068723804102,40.2386587830372,57.4396540021564
t115,41.2652760199337,36.2154302840331,56.4419467988225,38.272640006285,23.9540412629589,20.9672095713234,38.2734327139065,30.0167847021022,26.7100638019929,68.9074193433739,29.9266510951496,33.1314467267289,44.5496041286021,41.9164185668033,60.4284897746496,44.4276529395513,30.6860801684063,36.4520538653858,44.5095885080696,47.6178048321374,35.7669793646763,27.7779410580444,61.9349572134719,51.2308353808354,34.8300516256369,31.9964995993221,52.7476936895813,25.0889803628625,28.1371092911368,36.8568235273246,40.0695965841558,49.9267595460232,51.924376865224,38.9410092148118,57.6944843287154
t215,41.3829280249532,36.5777530172762,55.9175051905343,37.3597484926002,23.6158812931149,19.1774915898486,38.095674759919,27.2113698871009,26.6017220031439,69.7868521401269,26.9308473486991,35.5013438075283,40.6332710596304,41.3193833403615,61.6456555670576,44.816766526403,28.4578544801238,39.4125020379955,42.1375796811344,48.0386678537594,33.754099311691,27.5046957558886,62.7179541461866,51.5832123878899,38.6053394617032,30.4468781644911,52.1734818949467,27.3692633157242,25.5377322651699,36.9391780148054,39.725234066958,50.6558187957935,51.9318803051459,37.5510939441763,56.6652812967063
